reE,real_denoT,imag_denoT
-19.568,0.5240852741612592,0.0
-19.567,0.5117433995337087,0.0
-19.566,0.4994374855863922,0.0
-19.565,0.4871674712653814,0.0
-19.564,0.4749332955907696,0.0
-19.563,0.46273489765688036,0.0
-19.562,0.4505722166320604,0.0
-19.561,0.4384451917584711,0.0
-19.56,0.42635376235228883,0.0
-19.559,0.4142978678034993,0.0
-19.558,0.4022774475757026,0.0
-19.557,0.3902924412062949,0.0
-19.556,0.3783427883062812,0.0
-19.555,0.36642842856006264,0.0
-19.554,0.35454930172563126,0.0
-19.553,0.342705347634373,0.0
-19.552,0.33089650619087185,0.0
-19.551,0.3191227173730816,0.0
-19.55,0.3073839212321511,0.0
-19.549,0.2956800578922102,0.0
-19.548,0.2840110675505617,0.0
-19.547,0.2723768904774777,0.0
-19.546,0.2607774670160218,0.0
-19.545,0.2492127375822466,0.0
-19.544,0.23768264266481554,0.0
-19.543,0.22618712282521702,0.0
-19.542,0.2147261186975541,0.0
-19.541,0.20329957098838125,0.0
-19.54,0.19190742047685738,0.0
-19.539,0.18054960801456976,0.0
-19.538,0.16922607452533245,0.0
-19.537,0.15793676100536302,0.0
-19.536,0.1466816085230972,0.0
-19.535,0.13546055821900027,0.0
-19.534,0.12427355130572892,0.0
-19.533,0.11312052906795433,0.0
-19.532,0.10200143286216423,0.0
-19.531,0.09091620411684298,0.0
-19.53,0.07986478433227351,0.0
-19.529,0.0688471150803599,0.0
-19.528,0.05786313800478815,0.0
-19.527,0.04691279482084243,0.0
-19.526,0.03599602731522156,0.0
-19.525,0.02511277734620443,0.0
-19.524,0.01426298684346039,0.0
-19.523,0.0034465978078714876,0.0
-19.522,-0.00733644768830477,0.0
-19.521,-0.01808620750162815,0.0
-19.52,-0.028802739417645995,0.0
-19.519,-0.039486101150737474,0.0
-19.518,-0.05013635034429831,0.0
-19.517,-0.06075354457091653,0.0
-19.516,-0.07133774133221615,0.0
-19.515,-0.08188899805904193,0.0
-19.514,-0.09240737211163452,0.0
-19.513,-0.1028929207794319,0.0
-19.512,-0.11334570128144916,0.0
-19.511,-0.12376577076607365,0.0
-19.51,-0.1341531863112425,0.0
-19.509,-0.14450800492463522,0.0
-19.508,-0.15483028354350215,0.0
-19.507,-0.1651200790348536,0.0
-19.506,-0.1753774481956325,0.0
-19.505,-0.18560244775256596,0.0
-19.504,-0.19579513436233364,0.0
-19.503,-0.20595556461175502,0.0
-19.502,-0.2160837950176272,0.0
-19.501,-0.22617988202691297,0.0
-19.5,-0.2362438820169045,0.0
-19.499,-0.24627585129507734,0.0
-19.498,-0.25627584609927245,0.0
-19.497,-0.2662439225978599,0.0
-19.496,-0.276180136889595,0.0
-19.495,-0.2860845450037949,0.0
-19.494,-0.29595720290051053,0.0
-19.493,-0.3057981664703755,0.0
-19.492,-0.3156074915347876,0.0
-19.491,-0.32538523384606766,0.0
-19.49,-0.3351314490873293,0.0
-19.489,-0.34484619287264695,0.0
-19.488,-0.3545295207472189,0.0
-19.487,-0.36418148818722884,0.0
-19.486,-0.3738021506000212,0.0
-19.485,-0.3833915633242668,0.0
-19.484,-0.3929497816297821,0.0
-19.483,-0.40247686071788535,0.0
-19.482,-0.41197285572120523,0.0
-19.481,-0.4214378217038608,0.0
-19.48,-0.43087181366162397,0.0
-19.479,-0.4402748865217849,0.0
-19.478,-0.4496470951433196,0.0
-19.477,-0.45898849431704913,0.0
-19.476,-0.46829913876551665,0.0
-19.475,-0.4775790831431439,0.0
-19.474,-0.4868283820363957,0.0
-19.473,-0.49604708996365254,0.0
-19.472,-0.5052352613753749,0.0
-19.471,-0.5143929506542626,0.0
-19.47,-0.5235202121151223,0.0
-19.469,-0.5326171000050424,0.0
-19.468,-0.5416836685035376,0.0
-19.467,-0.5507199717224386,0.0
-19.466,-0.5597260637060395,0.0
-19.465,-0.5687019984312681,0.0
-19.464,-0.5776478298075524,0.0
-19.463,-0.5865636116769876,0.0
-19.462,-0.5954493978144949,0.0
-19.461,-0.6043052419276902,0.0
-19.46,-0.6131311976570468,0.0
-19.459,-0.6219273185760655,0.0
-19.458,-0.630693658191133,0.0
-19.457,-0.6394302699416892,0.0
-19.456,-0.6481372072003901,0.0
-19.455,-0.6568145232729778,0.0
-19.454,-0.6654622713984403,0.0
-19.453,-0.674080504749171,0.0
-19.452,-0.6826692764308167,0.0
-19.451,-0.6912286394825828,0.0
-19.45,-0.6997586468770931,0.0
-19.449,-0.7082593515205362,0.0
-19.448,-0.7167308062528233,0.0
-19.447,-0.7251730638474758,0.0
-19.446,-0.7335861770117764,0.0
-19.445,-0.7419701983869174,0.0
-19.444,-0.7503251805478958,0.0
-19.443,-0.7586511760036607,0.0
-19.442,-0.7669482371972642,0.0
-19.441,-0.7752164165057546,0.0
-19.44,-0.7834557662403245,0.0
-19.439,-0.7916663386464604,0.0
-19.438,-0.7998481859038332,0.0
-19.437,-0.8080013601264551,0.0
-19.436,-0.8161259133628178,0.0
-19.435,-0.8242218975957945,0.0
-19.434,-0.8322893647427778,0.0
-19.433,-0.8403283666558501,0.0
-19.432,-0.8483389551216447,0.0
-19.431,-0.8563211818615218,0.0
-19.43,-0.8642750985317074,0.0
-19.429,-0.8722007567231813,0.0
-19.428,-0.8800982079618304,0.0
-19.427,-0.8879675037085994,0.0
-19.426,-0.8958086953593759,0.0
-19.425,-0.9036218342451513,0.0
-19.424,-0.9114069716321528,0.0
-19.423,-0.9191641587217491,0.0
-19.422,-0.9268934466505883,0.0
-19.421,-0.9345948864907598,0.0
-19.42,-0.9422685292496427,0.0
-19.419,-0.949914425870207,0.0
-19.418,-0.9575326272308676,0.0
-19.417,-0.9651231841456478,0.0
-19.416,-0.9726861473643079,0.0
-19.415,-0.9802215675722501,0.0
-19.414,-0.9877294953906666,0.0
-19.413,-0.9952099813766763,0.0
-19.412,-1.0026630760232278,0.0
-19.411,-1.0100888297592492,0.0
-19.41,-1.0174872929497758,0.0
-19.409,-1.0248585158958674,0.0
-19.408,-1.0322025488347424,0.0
-19.407,-1.0395194419399238,0.0
-19.406,-1.0468092453211302,0.0
-19.405,-1.0540720090244402,0.0
-19.404,-1.0613077830324085,0.0
-19.403,-1.068516617263992,0.0
-19.402,-1.0756985615746721,0.0
-19.401,-1.0828536657566064,0.0
-19.4,-1.0899819795385295,0.0
-19.399,-1.0970835525858993,0.0
-19.398,-1.1041584345010187,0.0
-19.397,-1.1112066748229708,0.0
-19.396,-1.118228323027731,0.0
-19.395,-1.1252234285283167,0.0
-19.394,-1.132192040674698,0.0
-19.393,-1.1391342087539367,0.0
-19.392,-1.146049981990307,0.0
-19.391,-1.1529394095452319,0.0
-19.39,-1.1598025405174008,0.0
-19.389,-1.1666394239429096,0.0
-19.388,-1.1734501087951483,0.0
-19.387,-1.180234643985066,0.0
-19.386,-1.1869930783610523,0.0
-19.385,-1.1937254607090728,0.0
-19.384,-1.2004318397528093,0.0
-19.383,-1.2071122641535679,0.0
-19.382,-1.2137667825104164,0.0
-19.381,-1.2203954433603141,0.0
-19.38,-1.2269982951780356,0.0
-19.379,-1.2335753863762964,0.0
-19.378,-1.2401267653058856,0.0
-19.377,-1.24665248025559,0.0
-19.376,-1.2531525794523195,0.0
-19.375,-1.2596271110612418,0.0
-19.374,-1.2660761231856985,0.0
-19.373,-1.2724996638673447,0.0
-19.372,-1.2788977810862634,0.0
-19.371,-1.285270522760905,0.0
-19.37,-1.2916179367482046,0.0
-19.369,-1.297940070843714,0.0
-19.368,-1.3042369727815304,0.0
-19.367,-1.3105086902344139,0.0
-19.366,-1.3167552708139243,0.0
-19.365,-1.3229767620703456,0.0
-19.364,-1.3291732114928099,0.0
-19.363,-1.3353446665094295,0.0
-19.362,-1.3414911744872113,0.0
-19.361,-1.3476127827321995,0.0
-19.36,-1.3537095384895923,0.0
-19.359,-1.3597814889436475,0.0
-19.358,-1.3658286812179237,0.0
-19.357,-1.3718511623751777,0.0
-19.356,-1.3778489794175015,0.0
-19.355,-1.3838221792864314,0.0
-19.354,-1.389770808862896,0.0
-19.353,-1.395694914967327,0.0
-19.352,-1.4015945443597877,0.0
-19.351,-1.4074697437399042,0.0
-19.35,-1.4133205597469902,0.0
-19.349,-1.4191470389601644,0.0
-19.348,-1.424949227898292,0.0
-19.347,-1.4307271730200966,0.0
-19.346,-1.4364809207242923,0.0
-19.345,-1.4422105173495103,0.0
-19.344,-1.447916009174425,0.0
-19.343,-1.4535974424178706,0.0
-19.342,-1.4592548632387816,0.0
-19.341,-1.4648883177363121,0.0
-19.34,-1.4704978519499516,0.0
-19.339,-1.4760835118594653,0.0
-19.338,-1.4816453433850212,0.0
-19.337,-1.4871833923872897,0.0
-19.336,-1.4926977046674033,0.0
-19.335,-1.4981883259670623,0.0
-19.334,-1.5036553019686547,0.0
-19.333,-1.5090986782952047,0.0
-19.332,-1.5145185005104806,0.0
-19.331,-1.5199148141191088,0.0
-19.33,-1.5252876645665334,0.0
-19.329,-1.5306370972391123,0.0
-19.328,-1.5359631574642476,0.0
-19.327,-1.5412658905103034,0.0
-19.326,-1.5465453415868156,0.0
-19.325,-1.5518015558444198,0.0
-19.324,-1.557034578374968,0.0
-19.323,-1.56224445421164,0.0
-19.322,-1.567431228328891,0.0
-19.321,-1.5725949456425623,0.0
-19.32,-1.577735651010002,0.0
-19.319,-1.5828533892300012,0.0
-19.318,-1.5879482050429192,0.0
-19.317,-1.5930201431307853,0.0
-19.316,-1.5980692481172611,0.0
-19.315,-1.6030955645677345,0.0
-19.314,-1.6080991369894448,0.0
-19.313,-1.6130800098314317,0.0
-19.312,-1.6180382274846403,0.0
-19.311,-1.6229738342820395,0.0
-19.31,-1.6278868744985662,0.0
-19.309,-1.632777392351238,0.0
-19.308,-1.63764543199927,0.0
-19.307,-1.642491037544015,0.0
-19.306,-1.6473142530290836,0.0
-19.305,-1.6521151224404504,0.0
-19.304,-1.656893689706403,0.0
-19.303,-1.661649998697659,0.0
-19.302,-1.6663840932274674,0.0
-19.301,-1.6710960170515663,0.0
-19.3,-1.6757858138682944,0.0
-19.299,-1.6804535273186922,0.0
-19.298,-1.685099200986461,0.0
-19.297,-1.6897228783980722,0.0
-19.296,-1.6943246030228707,0.0
-19.295,-1.6989044182730155,0.0
-19.294,-1.7034623675036786,0.0
-19.293,-1.7079984940129669,0.0
-19.292,-1.7125128410420487,0.0
-19.291,-1.7170054517752424,0.0
-19.29,-1.7214763693399933,0.0
-19.289,-1.7259256368069584,0.0
-19.288,-1.7303532971901299,0.0
-19.287,-1.7347593934467818,0.0
-19.286,-1.7391439684775816,0.0
-19.285,-1.7435070651266966,0.0
-19.284,-1.747848726181742,0.0
-19.283,-1.7521689943739047,0.0
-19.282,-1.7564679123780267,0.0
-19.281,-1.7607455228125828,0.0
-19.28,-1.765001868239773,0.0
-19.279,-1.7692369911656316,0.0
-19.278,-1.773450934039988,0.0
-19.277,-1.7776437392565683,0.0
-19.276,-1.7818154491531004,0.0
-19.275,-1.7859661060112746,0.0
-19.274,-1.7900957520568501,0.0
-19.273,-1.7942044294597466,0.0
-19.272,-1.7982921803340197,0.0
-19.271,-1.8023590467379607,0.0
-19.27,-1.8064050706741894,0.0
-19.269,-1.810430294089631,0.0
-19.268,-1.8144347588756053,0.0
-19.267,-1.8184185068679342,0.0
-19.266,-1.8223815798469096,0.0
-19.265,-1.8263240195373887,0.0
-19.264,-1.8302458676088915,0.0
-19.263,-1.8341471656755641,0.0
-19.262,-1.8380279552963341,0.0
-19.261,-1.8418882779748853,0.0
-19.26,-1.8457281751597363,0.0
-19.259,-1.849547688244352,0.0
-19.258,-1.8533468585671105,0.0
-19.257,-1.8571257274113941,0.0
-19.256,-1.8608843360056941,0.0
-19.255,-1.8646227255235805,0.0
-19.254,-1.8683409370837967,0.0
-19.253,-1.8720390117503563,0.0
-19.252,-1.8757169905325166,0.0
-19.251,-1.8793749143848768,0.0
-19.25,-1.883012824207467,0.0
-19.249,-1.8866307608457265,0.0
-19.248,-1.8902287650906011,0.0
-19.247,-1.8938068776786308,0.0
-19.246,-1.8973651392919337,0.0
-19.245,-1.9009035905582905,0.0
-19.244,-1.9044222720512463,0.0
-19.243,-1.907921224290085,0.0
-19.242,-1.911400487739919,0.0
-19.241,-1.914860102811788,0.0
-19.24,-1.9183001098626289,0.0
-19.239,-1.9217205491953795,0.0
-19.238,-1.925121461059058,0.0
-19.237,-1.9285028856487494,0.0
-19.236,-1.9318648631057012,0.0
-19.235,-1.9352074335174034,0.0
-19.234,-1.9385306369175654,0.0
-19.233,-1.9418345132862609,0.0
-19.232,-1.9451191025499086,0.0
-19.231,-1.9483844445813494,0.0
-19.23,-1.951630579199941,0.0
-19.229,-1.9548575461715458,0.0
-19.228,-1.958065385208612,0.0
-19.227,-1.9612541359702655,0.0
-19.226,-1.9644238380622991,0.0
-19.225,-1.9675745310372519,0.0
-19.224,-1.970706254394503,0.0
-19.223,-1.9738190475802564,0.0
-19.222,-1.9769129499876286,0.0
-19.221,-1.9799880009567334,0.0
-19.22,-1.9830442397746695,0.0
-19.219,-1.986081705675613,0.0
-19.218,-1.989100437840891,0.0
-19.217,-1.9921004753989835,0.0
-19.216,-1.995081857425601,0.0
-19.215,-1.99804462294377,0.0
-19.214,-2.000988810923829,0.0
-19.213,-2.0039144602835033,0.0
-19.212,-2.0068216098880005,0.0
-19.211,-2.00971029854999,0.0
-19.21,-2.0125805650296993,0.0
-19.209,-2.0154324480349866,0.0
-19.208,-2.0182659862213392,0.0
-19.207,-2.0210812181919557,0.0
-19.206,-2.0238781824978287,0.0
-19.205,-2.0266569176377347,0.0
-19.204,-2.0294174620583236,0.0
-19.203,-2.0321598541541954,0.0
-19.202,-2.034884132267885,0.0
-19.201,-2.0375903346899946,0.0
-19.2,-2.0402784996591783,0.0
-19.199,-2.042948665362224,0.0
-19.198,-2.0456008699341317,0.0
-19.197,-2.0482351514581105,0.0
-19.196,-2.0508515479656637,0.0
-19.195,-2.053450097436663,0.0
-19.194,-2.056030837799349,0.0
-19.193,-2.0585938069304075,0.0
-19.192,-2.061139042655056,0.0
-19.191,-2.063666582747036,0.0
-19.19,-2.0661764649286893,0.0
-19.189,-2.0686687268710475,0.0
-19.188,-2.07114340619382,0.0
-19.187,-2.073600540465482,0.0
-19.186,-2.0760401672033426,0.0
-19.185,-2.0784623238735547,0.0
-19.184,-2.0808670478911857,0.0
-19.183,-2.0832543766203,0.0
-19.182,-2.0856243473739546,0.0
-19.181,-2.087976997414284,0.0
-19.18,-2.090312363952566,0.0
-19.179,-2.092630484149235,0.0
-19.178,-2.0949313951139534,0.0
-19.177,-2.0972151339056873,0.0
-19.176,-2.099481737532707,0.0
-19.175,-2.101731242952671,0.0
-19.174,-2.1039636870726923,0.0
-19.173,-2.1061791067493494,0.0
-19.172,-2.1083775387887576,0.0
-19.171,-2.1105590199466446,0.0
-19.17,-2.112723586928346,0.0
-19.169,-2.1148712763889232,0.0
-19.168,-2.117002124933155,0.0
-19.167,-2.1191161691156175,0.0
-19.166,-2.1212134454407527,0.0
-19.165,-2.1232939903628782,0.0
-19.164,-2.1253578402862585,0.0
-19.163,-2.1274050315651825,0.0
-19.162,-2.129435600503963,0.0
-19.161,-2.1314495833570173,0.0
-19.16,-2.133447016328935,0.0
-19.159,-2.1354279355744876,0.0
-19.158,-2.137392377198702,0.0
-19.157,-2.1393403772569277,0.0
-19.156,-2.1412719717548527,0.0
-19.155,-2.1431871966485705,0.0
-19.154,-2.1450860878446494,0.0
-19.153,-2.146968681200149,0.0
-19.152,-2.1488350125226865,0.0
-19.151,-2.1506851175705064,0.0
-19.15,-2.152519032052495,0.0
-19.149,-2.154336791628247,0.0
-19.148,-2.15613843190814,0.0
-19.147,-2.157923988453341,0.0
-19.146,-2.159693496775878,0.0
-19.145,-2.161446992338714,0.0
-19.144,-2.163184510555749,0.0
-19.143,-2.1649060867919014,0.0
-19.142,-2.166611756363167,0.0
-19.141,-2.1683015545366375,0.0
-19.14,-2.169975516530567,0.0
-19.139,-2.171633677514443,0.0
-19.138,-2.173276072608989,0.0
-19.137,-2.1749027368862683,0.0
-19.136,-2.1765137053696866,0.0
-19.135,-2.1781090130340655,0.0
-19.134,-2.1796886948057064,0.0
