real_of_E,imag_of_E,magnitude_of_T
41.014242424242425,-1.0606060606060606,1.3150539733485254
41.014242424242425,-0.9090909090909091,1.2634185427330853
41.014242424242425,-0.7575757575757576,1.213825599801562
41.014242424242425,-0.6060606060606061,1.1661940624621112
41.014242424242425,-0.45454545454545453,1.1204459419266608
41.014242424242425,-0.30303030303030304,1.0765062613287293
41.014242424242425,-0.15151515151515152,1.0343029685284406
41.014242424242425,0.0,0.9937668450256215
41.72121212121212,-15.0,2.2400165020859637
41.72121212121212,-14.848484848484848,2.317961268560719
41.72121212121212,-14.696969696969697,2.3982479424403844
41.72121212121212,-14.545454545454545,2.4809028892829903
41.72121212121212,-14.393939393939394,2.5659471600555883
41.72121212121212,-14.242424242424242,2.653395659634003
41.72121212121212,-14.090909090909092,2.743256220102998
41.72121212121212,-13.93939393939394,2.835528569042042
41.72121212121212,-13.787878787878787,2.930203182309543
41.72121212121212,-13.636363636363637,3.027260010285744
41.72121212121212,-13.484848484848484,3.126667066178711
41.72121212121212,-13.333333333333334,3.2283788649448044
41.72121212121212,-13.181818181818182,3.3323347017622775
41.72121212121212,-13.030303030303031,3.438456760009626
41.72121212121212,-12.878787878787879,3.546648040548554
41.72121212121212,-12.727272727272727,3.6567901070791327
41.72121212121212,-12.575757575757576,3.7687406467456106
41.72121212121212,-12.424242424242424,3.8823308514029033
41.72121212121212,-12.272727272727273,3.997362633443256
41.72121212121212,-12.121212121212121,4.113605701285112
41.72121212121212,-11.969696969696969,4.230794534021765
41.72121212121212,-11.818181818181818,4.348625312734148
41.72121212121212,-11.666666666666666,4.466752887924016
41.72121212121212,-11.515151515151516,4.584787888537549
41.72121212121212,-11.363636363636363,4.702294107909519
41.72121212121212,-11.212121212121213,4.8187863349797055
41.72121212121212,-11.06060606060606,4.933728833938578
41.72121212121212,-10.909090909090908,5.046534709830761
41.72121212121212,-10.757575757575758,5.156566428327458
41.72121212121212,-10.606060606060606,5.263137780473675
41.72121212121212,-10.454545454545455,5.365517592254905
41.72121212121212,-10.303030303030303,5.462935467923914
41.72121212121212,-10.151515151515152,5.554589818482994
41.72121212121212,-10.0,5.6396583563318305
41.72121212121212,-9.848484848484848,5.717311129389984
41.72121212121212,-9.696969696969697,5.786726021759919
41.72121212121212,-9.545454545454545,5.847106466773084
41.72121212121212,-9.393939393939394,5.897700911770636
41.72121212121212,-9.242424242424242,5.9378233586868205
41.72121212121212,-9.090909090909092,5.966874103174687
41.72121212121212,-8.93939393939394,5.984359634643995
41.72121212121212,-8.787878787878787,5.989910567851052
41.72121212121212,-8.636363636363637,5.983296477185249
41.72121212121212,-8.484848484848484,5.964436611899948
41.72121212121212,-8.333333333333334,5.933405685043085
41.72121212121212,-8.181818181818182,5.890434235815885
41.72121212121212,-8.030303030303031,5.83590343458832
41.72121212121212,-7.878787878787879,5.770334590961033
41.72121212121212,-7.7272727272727275,5.694373992837328
41.72121212121212,-7.575757575757576,5.608774006579907
41.72121212121212,-7.424242424242424,5.51437157346102
41.72121212121212,-7.2727272727272725,5.412065329394564
41.72121212121212,-7.121212121212121,5.302792553564425
41.72121212121212,-6.96969696969697,5.187507032048963
41.72121212121212,-6.818181818181818,5.067158730391964
41.72121212121212,-6.666666666666667,4.9426759347884905
41.72121212121212,-6.515151515151516,4.814950275277001
41.72121212121212,-6.363636363636363,4.684824811617281
41.72121212121212,-6.212121212121212,4.553085161901713
41.72121212121212,-6.0606060606060606,4.420453496091943
41.72121212121212,-5.909090909090909,4.287585105127478
41.72121212121212,-5.757575757575758,4.155067188899629
41.72121212121212,-5.606060606060606,4.02341947732305
41.72121212121212,-5.454545454545454,3.8930963000931027
41.72121212121212,-5.303030303030303,3.7644897441199285
41.72121212121212,-5.151515151515151,3.6379335752690216
41.72121212121212,-5.0,3.5137076462798635
41.72121212121212,-4.848484848484849,3.392042560392023
41.72121212121212,-4.696969696969697,3.2731244065462666
41.72121212121212,-4.545454545454546,3.157099424608213
41.72121212121212,-4.393939393939394,3.0440784965078307
41.72121212121212,-4.242424242424242,2.9341413909327745
41.72121212121212,-4.090909090909091,2.827340715259953
41.72121212121212,-3.9393939393939394,2.7237055491291056
41.72121212121212,-3.787878787878788,2.623244750035545
41.72121212121212,-3.6363636363636362,2.5259499332202777
41.72121212121212,-3.484848484848485,2.431798136650113
41.72121212121212,-3.3333333333333335,2.3407541876565303
41.72121212121212,-3.1818181818181817,2.252772791420565
41.72121212121212,-3.0303030303030303,2.1678003634535647
41.72121212121212,-2.878787878787879,2.085776628949608
41.72121212121212,-2.727272727272727,2.006636011717481
41.72121212121212,-2.5757575757575757,1.9303088346103716
41.72121212121212,-2.4242424242424243,1.8567223521727012
41.72121212121212,-2.272727272727273,1.7858016347776318
41.72121212121212,-2.121212121212121,1.7174703219566119
41.72121212121212,-1.9696969696969697,1.6516512610112977
41.72121212121212,-1.8181818181818181,1.5882670454101853
41.72121212121212,-1.6666666666666667,1.5272404659487442
41.72121212121212,-1.5151515151515151,1.4684948862193328
41.72121212121212,-1.3636363636363635,1.4119545526105592
41.72121212121212,-1.2121212121212122,1.357544847842313
41.72121212121212,-1.0606060606060606,1.3051924959432517
41.72121212121212,-0.9090909090909091,1.2548257255893482
41.72121212121212,-0.7575757575757576,1.2063743978398502
41.72121212121212,-0.6060606060606061,1.159770103523405
41.72121212121212,-0.45454545454545453,1.1149462348345962
41.72121212121212,-0.30303030303030304,1.0718380350913428
41.72121212121212,-0.15151515151515152,1.030382630068573
41.72121212121212,0.0,0.9905190438554459
42.42818181818182,-15.0,2.3273348643845715
42.42818181818182,-14.848484848484848,2.4059169490834207
42.42818181818182,-14.696969696969697,2.4865940015506447
42.42818181818182,-14.545454545454545,2.5693569153798737
42.42818181818182,-14.393939393939394,2.6541880406588994
42.42818181818182,-14.242424242424242,2.7410602328906952
42.42818181818182,-14.090909090909092,2.8299358390334692
42.42818181818182,-13.93939393939394,2.9207656211295063
42.42818181818182,-13.787878787878787,3.01348761908563
42.42818181818182,-13.636363636363637,3.108025955519455
42.42818181818182,-13.484848484848484,3.204289587252464
42.42818181818182,-13.333333333333334,3.3021710100620685
42.42818181818182,-13.181818181818182,3.4015449257567973
42.42818181818182,-13.030303030303031,3.5022668835868154
42.42818181818182,-12.878787878787879,3.604171911494934
42.42818181818182,-12.727272727272727,3.707073156827309
42.42818181818182,-12.575757575757576,3.810760560900445
42.42818181818182,-12.424242424242424,3.9149995973004583
42.42818181818182,-12.272727272727273,4.019530109974595
42.42818181818182,-12.121212121212121,4.1240652940167175
42.42818181818182,-11.969696969696969,4.228290869448505
42.42818181818182,-11.818181818181818,4.3318645060520415
42.42818181818182,-11.666666666666666,4.434415565119566
42.42818181818182,-11.515151515151516,4.535545231409665
42.42818181818182,-11.363636363636363,4.634827115038348
42.42818181818182,-11.212121212121213,4.731808407724134
42.42818181818182,-11.06060606060606,4.826011679813621
42.42818181818182,-10.909090909090908,4.916937402752338
42.42818181818182,-10.757575757575758,5.004067274959353
42.42818181818182,-10.606060606060606,5.086868416201873
42.42818181818182,-10.454545454545455,5.164798475487226
42.42818181818182,-10.303030303030303,5.237311669365934
42.42818181818182,-10.151515151515152,5.303865731056446
42.42818181818182,-10.0,5.363929706321715
42.42818181818182,-9.848484848484848,5.416992480810795
42.42818181818182,-9.696969696969697,5.462571867924781
42.42818181818182,-9.545454545454545,5.500224029588111
42.42818181818182,-9.393939393939394,5.529552948993704
42.42818181818182,-9.242424242424242,5.550219629588428
42.42818181818182,-9.090909090909092,5.561950663672153
42.42818181818182,-8.93939393939394,5.5645458020441625
42.42818181818182,-8.787878787878787,5.5578841671219985
42.42818181818182,-8.636363636363637,5.541928788046546
42.42818181818182,-8.484848484848484,5.5167291973036585
42.42818181818182,-8.333333333333334,5.4824219114823425
42.42818181818182,-8.181818181818182,5.439228718506626
42.42818181818182,-8.030303030303031,5.387452802446712
42.42818181818182,-7.878787878787879,5.32747284595806
42.42818181818182,-7.7272727272727275,5.259735350391524
42.42818181818182,-7.575757575757576,5.184745496462952
42.42818181818182,-7.424242424242424,5.103056927741784
42.42818181818182,-7.2727272727272725,5.015260871417424
42.42818181818182,-7.121212121212121,4.9219750150170025
42.42818181818182,-6.96969696969697,4.823832535946296
42.42818181818182,-6.818181818181818,4.721471637146491
42.42818181818182,-6.666666666666667,4.615525882565082
42.42818181818182,-6.515151515151516,4.506615556981238
42.42818181818182,-6.363636363636363,4.3953402023321395
42.42818181818182,-6.212121212121212,4.282272412628674
42.42818181818182,-6.0606060606060606,4.167952906199873
42.42818181818182,-5.909090909090909,4.052886840357784
42.42818181818182,-5.757575757575758,3.937541291232382
42.42818181818182,-5.606060606060606,3.822343790872278
42.42818181818182,-5.454545454545454,3.7076817941620615
42.42818181818182,-5.303030303030303,3.593902938406273
42.42818181818182,-5.151515151515151,3.481315956918739
42.42818181818182,-5.0,3.370192112828371
42.42818181818182,-4.848484848484849,3.260767028791102
42.42818181818182,-4.696969696969697,3.1532428007777775
42.42818181818182,-4.545454545454546,3.0477902982191627
42.42818181818182,-4.393939393939394,2.944551567433207
42.42818181818182,-4.242424242424242,2.8436422696108274
42.42818181818182,-4.090909090909091,2.745154098109956
42.42818181818182,-3.9393939393939394,2.6491571320352465
42.42818181818182,-3.787878787878788,2.5557020938616355
42.42818181818182,-3.6363636363636362,2.4648224881252614
42.42818181818182,-3.484848484848485,2.3765366059823254
42.42818181818182,-3.3333333333333335,2.290849386814487
42.42818181818182,-3.1818181818181817,2.207754133169277
42.42818181818182,-3.0303030303030303,2.1272340793140008
42.42818181818182,-2.878787878787879,2.0492638167079598
42.42818181818182,-2.727272727272727,1.9738105819113982
42.42818181818182,-2.5757575757575757,1.9008354139914163
42.42818181818182,-2.4242424242424243,1.8302941894827152
42.42818181818182,-2.272727272727273,1.7621385435259052
42.42818181818182,-2.121212121212121,1.696316686034263
42.42818181818182,-1.9696969696969697,1.6327741217121943
42.42818181818182,-1.8181818181818181,1.5714542825320261
42.42818181818182,-1.6666666666666667,1.5122990809247743
42.42818181818182,-1.5151515151515151,1.4552493914987201
42.42818181818182,-1.3636363636363635,1.4002454686015493
42.42818181818182,-1.2121212121212122,1.3472273065139635
42.42818181818182,-1.0606060606060606,1.2961349485253661
42.42818181818182,-0.9090909090909091,1.2469087506103942
42.42818181818182,-0.7575757575757576,1.199489604909459
42.42818181818182,-0.6060606060606061,1.1538191277245486
42.42818181818182,-0.45454545454545453,1.1098398162780776
42.42818181818182,-0.30303030303030304,1.0674951780503976
42.42818181818182,-0.15151515151515152,1.0267298361119455
42.42818181818182,0.0,0.9874896134990636
43.13515151515151,-15.0,2.4289909304578097
43.13515151515151,-14.848484848484848,2.5093507939386077
43.13515151515151,-14.696969696969697,2.591657551806059
43.13515151515151,-14.545454545454545,2.675875171388655
43.13515151515151,-14.393939393939394,2.7619565777313344
43.13515151515151,-14.242424242424242,2.8498426444361327
43.13515151515151,-14.090909090909092,2.9394611566572046
43.13515151515151,-13.93939393939394,3.030725755574861
43.13515151515151,-13.787878787878787,3.1235348757672456
43.13515151515151,-13.636363636363637,3.217770689175519
43.13515151515151,-13.484848484848484,3.313298071812323
43.13515151515151,-13.333333333333334,3.4099636119474273
43.13515151515151,-13.181818181818182,3.507594681197284
43.13515151515151,-13.030303030303031,3.6059985926836244
43.13515151515151,-12.878787878787879,3.704961873147646
43.13515151515151,-12.727272727272727,3.8042496785264155
43.13515151515151,-12.575757575757576,3.903605384919197
43.13515151515151,-12.424242424242424,4.00275038896955
43.13515151515151,-12.272727272727273,4.101384153331408
43.13515151515151,-12.121212121212121,4.199184533908992
43.13515151515151,-11.969696969696969,4.295808425789361
43.13515151515151,-11.818181818181818,4.390892764022314
43.13515151515151,-11.666666666666666,4.4840559134400655
43.13515151515151,-11.515151515151516,4.574899478332678
43.13515151515151,-11.363636363636363,4.663010557788575
43.13515151515151,-11.212121212121213,4.747964465683293
43.13515151515151,-11.06060606060606,4.829327925481666
43.13515151515151,-10.909090909090908,4.906662739115737
43.13515151515151,-10.757575757575758,4.979529916182401
43.13515151515151,-10.606060606060606,5.047494234676019
43.13515151515151,-10.454545454545455,5.110129187665936
43.13515151515151,-10.303030303030303,5.167022252170648
43.13515151515151,-10.151515151515152,5.21778039758531
43.13515151515151,-10.0,5.262035732203962
43.13515151515151,-9.848484848484848,5.2994511686654535
43.13515151515151,-9.696969696969697,5.329725973719482
43.13515151515151,-9.545454545454545,5.352601055830045
43.13515151515151,-9.393939393939394,5.367863837097995
43.13515151515151,-9.242424242424242,5.375352554956864
43.13515151515151,-9.090909090909092,5.374959845017764
43.13515151515151,-8.93939393939394,5.366635469866204
43.13515151515151,-8.787878787878787,5.350388079616465
43.13515151515151,-8.636363636363637,5.3262859181065725
43.13515151515151,-8.484848484848484,5.294456422670014
43.13515151515151,-8.333333333333334,5.255084703792214
43.13515151515151,-8.181818181818182,5.208410931524591
43.13515151515151,-8.030303030303031,5.1547266958841504
43.13515151515151,-7.878787878787879,5.094370446131672
43.13515151515151,-7.7272727272727275,5.0277221464440345
43.13515151515151,-7.575757575757576,4.955197311131523
43.13515151515151,-7.424242424242424,4.877240599772548
43.13515151515151,-7.2727272727272725,4.794319160703
43.13515151515151,-7.121212121212121,4.706915910172116
43.13515151515151,-6.96969696969697,4.61552292479596
43.13515151515151,-6.818181818181818,4.520635107908964
43.13515151515151,-6.666666666666667,4.422744267652881
43.13515151515151,-6.515151515151516,4.32233371800678
43.13515151515151,-6.363636363636363,4.219873485350652
43.13515151515151,-6.212121212121212,4.115816174370419
43.13515151515151,-6.0606060606060606,4.01059351969927
43.13515151515151,-5.909090909090909,3.904613624889236
43.13515151515151,-5.757575757575758,3.7982588689785937
43.13515151515151,-5.606060606060606,3.69188444357391
43.13515151515151,-5.454545454545454,3.585817470171189
43.13515151515151,-5.303030303030303,3.4803566382938835
43.13515151515151,-5.151515151515151,3.375772299611373
43.13515151515151,-5.0,3.2723069510536873
43.13515151515151,-4.848484848484849,3.1701760405164956
43.13515151515151,-4.696969696969697,3.069569031479818
43.13515151515151,-4.545454545454546,2.9706506671884956
43.13515151515151,-4.393939393939394,2.873562380450342
43.13515151515151,-4.242424242424242,2.7784238011519413
43.13515151515151,-4.090909090909091,2.685334319899611
43.13515151515151,-3.9393939393939394,2.5943746724687946
43.13515151515151,-3.787878787878788,2.5056085157652173
43.13515151515151,-3.6363636363636362,2.419083971608773
43.13515151515151,-3.484848484848485,2.3348351197454797
43.13515151515151,-3.3333333333333335,2.2528834260192263
43.13515151515151,-3.1818181818181817,2.173239095576343
43.13515151515151,-3.0303030303030303,2.0959023443414013
43.13515151515151,-2.878787878787879,2.0208645848221036
43.13515151515151,-2.727272727272727,1.9481095246166853
43.13515151515151,-2.5757575757575757,1.8776141778585378
43.13515151515151,-2.4242424242424243,1.8093497912935077
43.13515151515151,-2.272727272727273,1.7432826877980072
43.13515151515151,-2.121212121212121,1.6793750309628321
43.13515151515151,-1.9696969696969697,1.6175855149355551
43.13515151515151,-1.8181818181818181,1.5578699840775594
43.13515151515151,-1.6666666666666667,1.500181987188551
43.13515151515151,-1.5151515151515151,1.444473271115919
43.13515151515151,-1.3636363636363635,1.3906942185274778
43.13515151515151,-1.2121212121212122,1.3387942345088497
43.13515151515151,-1.0606060606060606,1.2887220864716398
43.13515151515151,-0.9090909090909091,1.2404262016426293
43.13515151515151,-0.7575757575757576,1.193854926161383
43.13515151515151,-0.6060606060606061,1.148956749555071
43.13515151515151,-0.45454545454545453,1.1056804980936399
43.13515151515151,-0.30303030303030304,1.0639755002625506
43.13515151515151,-0.15151515151515152,1.0237917273292962
43.13515151515151,0.0,0.9850799117275224
43.842121212121214,-15.0,2.5491184339555506
43.842121212121214,-14.848484848484848,2.6328079169908176
43.842121212121214,-14.696969696969697,2.7184255812158713
43.842121212121214,-14.545454545454545,2.8059170813976757
43.842121212121214,-14.393939393939394,2.8952147068257226
43.842121212121214,-14.242424242424242,2.986236246641994
43.842121212121214,-14.090909090909092,3.078883849312638
43.842121212121214,-13.93939393939394,3.1730428933469503
43.842121212121214,-13.787878787878787,3.2685808894664983
43.842121212121214,-13.636363636363637,3.3653464376487054
43.842121212121214,-13.484848484848484,3.4631682656941982
43.842121212121214,-13.333333333333334,3.561854379106503
43.842121212121214,-13.181818181818182,3.661191354972414
43.842121212121214,-13.030303030303031,3.76094381503264
43.842121212121214,-12.878787878787879,3.8608541150495355
43.842121212121214,-12.727272727272727,3.9606422887140975
43.842121212121214,-12.575757575757576,4.06000628446553
43.842121212121214,-12.424242424242424,4.158622532529161
43.842121212121214,-12.272727272727273,4.25614687700003
43.842121212121214,-12.121212121212121,4.352215903756185
43.842121212121214,-11.969696969696969,4.446448689237322
43.842121212121214,-11.818181818181818,4.53844898763147
43.842121212121214,-11.666666666666666,4.6278078647644945
43.842121212121214,-11.515151515151516,4.714106776119053
43.842121212121214,-11.363636363636363,4.79692107411058
43.842121212121214,-11.212121212121213,4.875823916345069
43.842121212121214,-11.06060606060606,4.950390532491702
43.842121212121214,-10.909090909090908,5.02020279313605
43.842121212121214,-10.757575757575758,5.084854010119079
43.842121212121214,-10.606060606060606,5.1439538850540965
43.842121212121214,-10.454545454545455,5.197133511589935
43.842121212121214,-10.303030303030303,5.244050328186427
43.842121212121214,-10.151515151515152,5.284392912257573
43.842121212121214,-10.0,5.317885503990826
43.842121212121214,-9.848484848484848,5.344292149304689
43.842121212121214,-9.696969696969697,5.363420356455672
43.842121212121214,-9.545454545454545,5.375124169745811
43.842121212121214,-9.393939393939394,5.3793065764425325
43.842121212121214,-9.242424242424242,5.375921179037404
43.842121212121214,-9.090909090909092,5.36497308379424
43.842121212121214,-8.93939393939394,5.346518977492454
43.842121212121214,-8.787878787878787,5.320666386530894
43.842121212121214,-8.636363636363637,5.287572135238528
43.842121212121214,-8.484848484848484,5.247440042402954
43.842121212121214,-8.333333333333334,5.200517915761838
43.842121212121214,-8.181818181818182,5.147093922647955
43.842121212121214,-8.030303030303031,5.087492430394345
43.842121212121214,-7.878787878787879,5.022069421903686
43.842121212121214,-7.7272727272727275,4.9512075995667475
43.842121212121214,-7.575757575757576,4.87531129428587
43.842121212121214,-7.424242424242424,4.794801295753233
43.842121212121214,-7.2727272727272725,4.710109715584208
43.842121212121214,-7.121212121212121,4.62167498683805
43.842121212121214,-6.96969696969697,4.529937092448121
43.842121212121214,-6.818181818181818,4.4353331018152495
43.842121212121214,-6.666666666666667,4.338293080031363
43.842121212121214,-6.515151515151516,4.239236418650005
43.842121212121214,-6.363636363636363,4.13856862131613
43.842121212121214,-6.212121212121212,4.03667856255209
43.842121212121214,-6.0606060606060606,3.9339362240998472
43.842121212121214,-5.909090909090909,3.8306909008574785
43.842121212121214,-5.757575757575758,3.7272698578980856
43.842121212121214,-5.606060606060606,3.623977411482223
43.842121212121214,-5.454545454545454,3.521094400406118
43.842121212121214,-5.303030303030303,3.4188780094129907
43.842121212121214,-5.151515151515151,3.3175619035916113
43.842121212121214,-5.0,3.2173566315047326
43.842121212121214,-4.848484848484849,3.1184502549954494
43.842121212121214,-4.696969696969697,3.02100916496652
43.842121212121214,-4.545454545454546,2.9251790446654287
43.842121212121214,-4.393939393939394,2.8310859448998382
43.842121212121214,-4.242424242424242,2.738837438935894
43.842121212121214,-4.090909090909091,2.6485238284067374
43.842121212121214,-3.9393939393939394,2.5602193752185745
43.842121212121214,-3.787878787878788,2.473983538057806
43.842121212121214,-3.6363636363636362,2.389862195573352
43.842121212121214,-3.484848484848485,2.3078888415607253
43.842121212121214,-3.3333333333333335,2.22808574045781
43.842121212121214,-3.1818181818181817,2.150465034148177
43.842121212121214,-3.0303030303030303,2.0750297934427016
43.842121212121214,-2.878787878787879,2.0017750096749514
43.842121212121214,-2.727272727272727,1.9306885236108065
43.842121212121214,-2.5757575757575757,1.8617518903551924
43.842121212121214,-2.4242424242424243,1.7949411801614297
43.842121212121214,-2.272727272727273,1.730227716036171
43.842121212121214,-2.121212121212121,1.6675787498115333
43.842121212121214,-1.9696969696969697,1.6069580789521543
43.842121212121214,-1.8181818181818181,1.548326606803507
43.842121212121214,-1.6666666666666667,1.4916428492929235
43.842121212121214,-1.5151515151515151,1.4368633912879911
43.842121212121214,-1.3636363636363635,1.383943295918247
43.842121212121214,-1.2121212121212122,1.3328364701926914
43.842121212121214,-1.0606060606060606,1.283495990213067
43.842121212121214,-0.9090909090909091,1.2358743892042354
43.842121212121214,-0.7575757575757576,1.1899239114696993
43.842121212121214,-0.6060606060606061,1.1455967352417031
43.842121212121214,-0.45454545454545453,1.1028451672395654
43.842121212121214,-0.30303030303030304,1.0616218115830813
43.842121212121214,-0.15151515151515152,1.0218797155355444
43.842121212121214,0.0,0.9835724943770993
44.54909090909091,-15.0,2.6913866166412492
44.54909090909091,-14.848484848484848,2.780380711232517
44.54909090909091,-14.696969696969697,2.871453170212258
44.54909090909091,-14.545454545454545,2.9645416818588033
44.54909090909091,-14.393939393939394,3.059568047976944
44.54909090909091,-14.242424242424242,3.156436733493675
44.54909090909091,-14.090909090909092,3.255033402156165
44.54909090909091,-13.93939393939394,3.3552234627227406
44.54909090909091,-13.787878787878787,3.4568506551465026
44.54909090909091,-13.636363636363637,3.559735711631681
44.54909090909091,-13.484848484848484,3.6636751329341974
44.54909090909091,-13.333333333333334,3.7684401256608067
44.54909090909091,-13.181818181818182,3.8737757513159425
44.54909090909091,-13.030303030303031,3.979400342114082
44.54909090909091,-12.878787878787879,4.085005241717176
44.54909090909091,-12.727272727272727,4.190254930634521
44.54909090909091,-12.575757575757576,4.294787595557755
44.54909090909091,-12.424242424242424,4.398216198941438
44.54909090909091,-12.272727272727273,4.500130099235914
44.54909090909091,-12.121212121212121,4.600097263003597
44.54909090909091,-11.969696969696969,4.697667097479982
44.54909090909091,-11.818181818181818,4.792373915963527
44.54909090909091,-11.666666666666666,4.8837410289456455
44.54909090909091,-11.515151515151516,4.971285431611978
44.54909090909091,-11.363636363636363,5.054523034049789
44.54909090909091,-11.212121212121213,5.13297435524697
44.54909090909091,-11.06060606060606,5.206170577096685
44.54909090909091,-10.909090909090908,5.2736598316281835
44.54909090909091,-10.757575757575758,5.335013575133005
44.54909090909091,-10.606060606060606,5.389832888283482
44.54909090909091,-10.454545454545455,5.437754533056927
44.54909090909091,-10.303030303030303,5.478456596271077
44.54909090909091,-10.151515151515152,5.5116635563441685
44.54909090909091,-10.0,5.537150624491415
44.54909090909091,-9.848484848484848,5.554747233410831
44.54909090909091,-9.696969696969697,5.564339574454469
44.54909090909091,-9.545454545454545,5.565872116797909
44.54909090909091,-9.393939393939394,5.559348077301088
44.54909090909091,-9.242424242424242,5.544828845594961
44.54909090909091,-9.090909090909092,5.522432403407439
44.54909090909091,-8.93939393939394,5.492330808460111
44.54909090909091,-8.787878787878787,5.454746839932271
44.54909090909091,-8.636363636363637,5.409949923450273
44.54909090909091,-8.484848484848484,5.35825146821092
44.54909090909091,-8.333333333333334,5.299999757064097
44.54909090909091,-8.181818181818182,5.235574532428342
44.54909090909091,-8.030303030303031,5.165381417412983
44.54909090909091,-7.878787878787879,5.089846303314782
44.54909090909091,-7.7272727272727275,5.00940982274198
44.54909090909091,-7.575757575757576,4.924522013020881
44.54909090909091,-7.424242424242424,4.835637258282387
44.54909090909091,-7.2727272727272725,4.743209581606432
44.54909090909091,-7.121212121212121,4.647688341628888
44.54909090909091,-6.96969696969697,4.549514371720105
44.54909090909091,-6.818181818181818,4.449116584719081
44.54909090909091,-6.666666666666667,4.346909052601833
44.54909090909091,-6.515151515151516,4.243288558583096
44.54909090909091,-6.363636363636363,4.13863260910668
44.54909090909091,-6.212121212121212,4.033297884979037
44.54909090909091,-6.0606060606060606,3.927619104484841
44.54909090909091,-5.909090909090909,3.8219082665807287
44.54909090909091,-5.757575757575758,3.716454239046853
44.54909090909091,-5.606060606060606,3.611522654612293
44.54909090909091,-5.454545454545454,3.507356077382995
44.54909090909091,-5.303030303030303,3.4041744021984592
44.54909090909091,-5.151515151515151,3.3021754506525998
44.54909090909091,-5.0,3.201535729258838
44.54909090909091,-4.848484848484849,3.1024113174653487
44.54909090909091,-4.696969696969697,3.0049388557892707
44.54909090909091,-4.545454545454546,2.9092366071145217
44.54909090909091,-4.393939393939394,2.8154055670787046
44.54909090909091,-4.242424242424242,2.7235306023697183
44.54909090909091,-4.090909090909091,2.633681598590001
44.54909090909091,-3.9393939393939394,2.5459146020668553
44.54909090909091,-3.787878787878788,2.4602729425490093
44.54909090909091,-3.6363636363636362,2.3767883261012193
44.54909090909091,-3.484848484848485,2.295481889671464
44.54909090909091,-3.3333333333333335,2.21636521074923
44.54909090909091,-3.1818181818181817,2.1394412672560503
44.54909090909091,-3.0303030303030303,2.0647053443154615
44.54909090909091,-2.878787878787879,1.9921458858472467
44.54909090909091,-2.727272727272727,1.9217452900327252
44.54909090909091,-2.5757575757575757,1.8534806486187092
44.54909090909091,-2.4242424242424243,1.7873244307834442
44.54909090909091,-2.272727272727273,1.7232451128954493
44.54909090909091,-2.121212121212121,1.6612077559722156
44.54909090909091,-1.9696969696969697,1.6011745330068665
44.54909090909091,-1.8181818181818181,1.5431052085925183
44.54909090909091,-1.6666666666666667,1.4869575734510183
44.54909090909091,-1.5151515151515151,1.4326878365781341
44.54909090909091,-1.3636363636363635,1.3802509777635639
44.54909090909091,-1.2121212121212122,1.3296010632418818
44.54909090909091,-1.0606060606060606,1.280691527189586
44.54909090909091,-0.9090909090909091,1.2334754217119068
44.54909090909091,-0.7575757575757576,1.1879056378683293
44.54909090909091,-0.6060606060606061,1.1439351001739797
44.54909090909091,-0.45454545454545453,1.1015169368902598
44.54909090909091,-0.30303030303030304,1.0606046282868022
44.54909090909091,-0.15151515151515152,1.021152134921434
44.54909090909091,0.0,0.983114007848266
45.25606060606061,-15.0,2.858628554742791
45.25606060606061,-14.848484848484848,2.9553423357039454
45.25606060606061,-14.696969696969697,3.0545114553229133
45.25606060606061,-14.545454545454545,3.156081592638368
45.25606060606061,-14.393939393939394,3.2599799141599863
45.25606060606061,-14.242424242424242,3.3661129927688838
45.25606060606061,-14.090909090909092,3.474364640510643
45.25606060606061,-13.93939393939394,3.5845936828996643
45.25606060606061,-13.787878787878787,3.6966317113371665
45.25606060606061,-13.636363636363637,3.81028086044509
45.25606060606061,-13.484848484848484,3.9253116683519407
45.25606060606061,-13.333333333333334,4.041461090002603
45.25606060606061,-13.181818181818182,4.1584307459566885
45.25606060606061,-13.030303030303031,4.275885501288452
45.25606060606061,-12.878787878787879,4.39345248029531
45.25606060606061,-12.727272727272727,4.510720631729448
45.25606060606061,-12.575757575757576,4.627240964979781
45.25606060606061,-12.424242424242424,4.742527578658182
45.25606060606061,-12.272727272727273,4.856059597949745
45.25606060606061,-12.121212121212121,4.9672841244652455
45.25606060606061,-11.969696969696969,5.075620280992829
45.25606060606061,-11.818181818181818,5.18046440272132
45.25606060606061,-11.666666666666666,5.281196386035952
45.25606060606061,-11.515151515151516,5.3771871565885565
45.25606060606061,-11.363636363636363,5.467807161708364
45.25606060606061,-11.212121212121213,5.552435731166054
45.25606060606061,-11.06060606060606,5.630471088675163
45.25606060606061,-10.909090909090908,5.701340739027179
45.25606060606061,-10.757575757575758,5.764511907570736
45.25606060606061,-10.606060606060606,5.819501675000849
45.25606060606061,-10.454545454545455,5.865886435571291
45.25606060606061,-10.303030303030303,5.903310314026858
45.25606060606061,-10.151515151515152,5.931492207085186
45.25606060606061,-10.0,5.950231168262951
45.25606060606061,-9.848484848484848,5.959409927091582
45.25606060606061,-9.696969696969697,5.95899642011256
45.25606060606061,-9.545454545454545,5.949043304826369
45.25606060606061,-9.393939393939394,5.929685521629534
45.25606060606061,-9.242424242424242,5.901136055497126
45.25606060606061,-9.090909090909092,5.863680122510659
45.25606060606061,-8.93939393939394,5.817668061675444
