E,prob
0.26,0.25502935180688413
0.261,0.2561756343795504
0.262,0.2573229893783452
0.263,0.25847141314316735
0.264,0.2596209019901595
0.265,0.2607714522116766
0.266,0.2619230600762791
0.267,0.2630757218287088
0.268,0.26422943368985935
0.269,0.2653841918567867
0.27,0.26653999250266847
0.271,0.26769683177680403
0.272,0.2688547058045861
0.273,0.2700136106874933
0.274,0.271173542503086
0.275,0.2723344973049735
0.276,0.27349647112280795
0.277,0.27465945996228947
0.278,0.2758234598051209
0.279,0.2769884666090478
0.28,0.278154476307785
0.281,0.27932148481106406
0.282,0.2804894880045842
0.283,0.28165848175004515
0.284,0.2828284618850887
0.285,0.2839994242233328
0.286,0.28517136455435566
0.287,0.2863442786436702
0.288,0.28751816223275906
0.289,0.28869301103903144
0.29,0.28986882075583587
0.291,0.29104558705247113
0.292,0.2922233055741549
0.293,0.29340197194204765
0.294,0.29458158175324156
0.295,0.2957621305807611
0.296,0.2969436139735694
0.297,0.298126027456562
0.298,0.2993093665305663
0.299,0.30049362667236923
0.3,0.3016788033346881
0.301,0.3028648919461875
0.302,0.3040518879115119
0.303,0.30523978661122364
0.304,0.3064285834018968
0.305,0.3076182736160586
0.306,0.3088088525622199
0.307,0.31000031552488755
0.308,0.3111926577645711
0.309,0.3123858745177922
0.31,0.31357996099709257
0.311,0.3147749123910535
0.312,0.3159707238643047
0.313,0.31716739055753435
0.314,0.31836490758750996
0.315,0.3195632700470984
0.316,0.3207624730052424
0.317,0.3219625115070468
0.318,0.3231633805737384
0.319,0.3243650752026985
0.32,0.32556759036749827
0.321,0.32677092101789496
0.322,0.32797506207986715
0.323,0.32918000845564926
0.324,0.3303857550237052
0.325,0.33159229663880707
0.326,0.3327996281320307
0.327,0.33400774431078095
0.328,0.3352166399588163
0.329,0.33642630983628696
0.33,0.3376367486797546
0.331,0.3388479512022061
0.332,0.3400599120931173
0.333,0.3412726260184352
0.334,0.34248608762065413
0.335,0.34370029151882225
0.336,0.3449152323085608
0.337,0.34613090456213824
0.338,0.3473473028284537
0.339,0.3485644216331182
0.34,0.3497822554784585
0.341,0.35100079884355995
0.342,0.3522200461843059
0.343,0.35343999193342357
0.344,0.3546606305005119
0.345,0.35588195627207875
0.346,0.3571039636115913
0.347,0.3583266468595118
0.348,0.3595500003333363
0.349,0.3607740183276452
0.35,0.36199869511413946
0.351,0.36322402494169675
0.352,0.36445000203640004
0.353,0.36567662060159456
0.354,0.36690387481793096
0.355,0.36813175884342597
0.356,0.3693602668134833
0.357,0.37058939284098263
0.358,0.3718191310162916
0.359,0.37304947540734357
0.36,0.37428042005967616
0.361,0.37551195899649015
0.362,0.3767440862187028
0.363,0.3779767957050071
0.364,0.37921008141192003
0.365,0.38044393727384274
0.366,0.38167835720312804
0.367,0.38291333509010256
0.368,0.38414886480318516
0.369,0.3853849401889013
0.37,0.38662155507195994
0.371,0.38785870325530414
0.372,0.38909637852020357
0.373,0.39033457462629395
0.374,0.3915732853116254
0.375,0.39281250429278153
0.376,0.39405222526490613
0.377,0.3952924419017514
0.378,0.39653314785582083
0.379,0.3977743367583545
0.38,0.3990160022194522
0.381,0.4002581378281237
0.382,0.40150073715238077
0.383,0.4027437937392728
0.384,0.4039873011150122
0.385,0.40523125278499184
0.386,0.4064756422339004
0.387,0.4077204629257969
0.388,0.4089657083041795
0.389,0.4102113717920362
0.39,0.4114574467919946
0.391,0.4127039266863216
0.392,0.4139508048370707
0.393,0.4151980745861219
0.394,0.4164457292552738
0.395,0.41769376214634624
0.396,0.41894216654123206
0.397,0.42019093570202093
0.398,0.4214400628710574
0.399,0.42268954127103703
0.4,0.4239393641051005
0.401,0.42518952455690917
0.402,0.42644001579074675
0.403,0.42769083095160954
0.404,0.42894196316530486
0.405,0.43019340553852137
0.406,0.43144515115893217
0.407,0.4326971930953184
0.408,0.43394952439761664
0.409,0.43520213809705444
0.41,0.43645502720622714
0.411,0.43770818471919704
0.412,0.438961603611598
0.413,0.44021527684074946
0.414,0.4414691973457321
0.415,0.4427233580474864
0.416,0.4439777518489486
0.417,0.44523237163514146
0.418,0.44648721027323535
0.419,0.44774226061274286
0.42,0.44899751548552186
0.421,0.4502529677059691
0.422,0.4515086100710835
0.423,0.452764435360569
0.424,0.4540204363369905
0.425,0.45527660574581885
0.426,0.4565329363156078
0.427,0.45778942075805146
0.428,0.4590460517681524
0.429,0.46030282202427075
0.43,0.46155972418830044
0.431,0.4628167509057476
0.432,0.46407389480585554
0.433,0.46533114850174473
0.434,0.466588504590488
0.435,0.4678459556532691
0.436,0.46910349425547804
0.437,0.4703611129468574
0.438,0.4716188042615941
0.439,0.4728765607184624
0.44,0.47413437482095194
0.441,0.4753922390573524
0.442,0.47665014590095023
0.443,0.4779080878100869
0.444,0.4791660572283082
0.445,0.4804240465845112
0.446,0.4816820482930587
0.447,0.48294005475389723
0.448,0.48419805835270285
0.449,0.4854560514610028
0.45,0.4867140264363169
0.451,0.487971975622296
0.452,0.48922989134881334
0.453,0.49048776593216165
0.454,0.4917455916751529
0.455,0.49300336086722474
0.456,0.4942610657846601
0.457,0.4955186986906425
0.458,0.49677625183543267
0.459,0.49803371745651326
0.46,0.49929108777870107
0.461,0.5005483550143204
0.462,0.5018055113633118
0.463,0.5030625490134013
0.464,0.5043194601402277
0.465,0.5055762369074905
0.466,0.5068328714671114
0.467,0.5080893559593302
0.468,0.5093456825129116
0.469,0.5106018432452508
0.47,0.511857830262531
0.471,0.513113635659894
0.472,0.5143692515215378
0.473,0.5156246699209242
0.474,0.5168798829208924
0.475,0.5181348825738193
0.476,0.5193896609217683
0.477,0.5206442099966541
0.478,0.5218985218203833
0.479,0.5231525884050061
0.48,0.5244064017528876
0.481,0.5256599538568462
0.482,0.5269132367003166
0.483,0.5281662422574981
0.484,0.5294189624935248
0.485,0.5306713893646166
0.486,0.5319235148182337
0.487,0.5331753307932575
0.488,0.5344268292201036
0.489,0.5356780020209416
0.49,0.5369288411098032
0.491,0.5381793383927784
0.492,0.5394294857681663
0.493,0.5406792751266392
0.494,0.5419286983513927
0.495,0.5431777473183397
0.496,0.5444264138962411
0.497,0.54567468994691
0.498,0.5469225673253266
0.499,0.5481700378798511
0.5,0.5494170934523729
0.501,0.5506637258784721
0.502,0.5519099269875949
0.503,0.5531556886032263
0.504,0.5544010025430495
0.505,0.55564586061912
0.506,0.5568902546380428
0.507,0.5581341764011254
0.508,0.5593776177045731
0.509,0.5606205703396362
0.51,0.5618630260928081
0.511,0.5631049767459835
0.512,0.5643464140766234
0.513,0.5655873298579439
0.514,0.5668277158590869
0.515,0.5680675638452919
0.516,0.569306865578076
0.517,0.5705456128154052
0.518,0.5717837973118731
0.519,0.5730214108188774
0.52,0.5742584450847902
0.521,0.5754948918551481
0.522,0.5767307428728246
0.523,0.5779659898782068
0.524,0.5792006246093833
0.525,0.5804346388022905
0.526,0.5816680241909415
0.527,0.5829007725075701
0.528,0.5841328754828348
0.529,0.5853643248459763
0.53,0.5865951123250094
0.531,0.5878252296469001
0.532,0.5890546685377875
0.533,0.5902834207230783
0.534,0.5915114779277286
0.535,0.5927388318763395
0.536,0.5939654742934164
0.537,0.5951913969034984
0.538,0.5964165914313556
0.539,0.5976410496021896
0.54,0.5988647631417947
0.541,0.6000877237767721
0.542,0.6013099232346912
0.543,0.6025313532442684
0.544,0.6037520055355707
0.545,0.6049718718401951
0.546,0.6061909438914491
0.547,0.6074092134245657
0.548,0.6086266721768435
0.549,0.6098433118878552
0.55,0.6110591242996475
0.551,0.6122741011569052
0.552,0.6134882342071535
0.553,0.614701515200953
0.554,0.6159139358920409
0.555,0.6171254880375981
0.556,0.6183361633983586
0.557,0.6195459537388345
0.558,0.6207548508275127
0.559,0.6219628464370262
0.56,0.6231699323443318
0.561,0.6243761003309349
0.562,0.625581342183055
0.563,0.6267856496917863
0.564,0.6279890146533587
0.565,0.6291914288692602
0.566,0.6303928841464368
0.567,0.6315933722975318
0.568,0.632792885141001
0.569,0.6339914145013554
0.57,0.6351889522093397
0.571,0.6363854901020964
0.572,0.637581020023386
0.573,0.6387755338237497
0.574,0.6399690233607316
0.575,0.6411614804990351
0.576,0.6423528971107266
0.577,0.6435432650754216
0.578,0.6447325762804761
0.579,0.6459208226211868
0.58,0.6471079960009495
0.581,0.6482940883314658
0.582,0.6494790915329515
0.583,0.6506629975342815
0.584,0.6518457982732276
0.585,0.6530274856966096
0.586,0.6542080517604911
0.587,0.6553874884303854
0.588,0.6565657876814126
0.589,0.6577429414985312
0.59,0.6589189418766892
0.591,0.660093780821011
0.592,0.6612674503470223
0.593,0.6624399424807825
0.594,0.663611249259145
0.595,0.6647813627298461
0.596,0.6659502749517964
0.597,0.6671179779951932
0.598,0.6682844639417326
0.599,0.6694497248848059
0.6,0.6706137529296504
0.601,0.6717765401935961
0.602,0.6729380788061889
0.603,0.674098360909383
0.604,0.6752573786577867
0.605,0.6764151242187781
0.606,0.6775715897727169
0.607,0.6787267675131261
0.608,0.6798806496468818
0.609,0.6810332283943856
0.61,0.682184495989753
0.611,0.6833344446810142
0.612,0.6844830667302431
0.613,0.6856303544137974
0.614,0.6867763000224789
0.615,0.687920895861713
0.616,0.6890641342517178
0.617,0.6902060075277028
0.618,0.6913465080400378
0.619,0.6924856281544738
0.62,0.6936233602522199
0.621,0.6947596967302495
0.622,0.6958946300013814
0.623,0.6970281524945189
0.624,0.698160256654772
0.625,0.6992909349437089
0.626,0.700420179839446
0.627,0.7015479838368914
0.628,0.7026743394478788
0.629,0.703799239201384
0.63,0.7049226756436637
0.631,0.7060446413384301
0.632,0.7071651288670554
0.633,0.7082841308287116
0.634,0.7094016398405657
0.635,0.7105176485379541
0.636,0.7116321495744957
0.637,0.712745135622378
0.638,0.7138565993724163
0.639,0.7149665335342683
0.64,0.7160749308366264
0.641,0.7171817840273385
0.642,0.7182870858736113
0.643,0.7193908291621615
0.644,0.7204930066993922
0.645,0.7215936113115429
0.646,0.7226926358448971
0.647,0.7237900731658613
0.648,0.724885916161246
0.649,0.7259801577383312
0.65,0.7270727908250724
0.651,0.7281638083702504
0.652,0.7292532033436505
0.653,0.7303409687362138
0.654,0.7314270975601875
0.655,0.7325115828492879
0.656,0.7335944176588692
0.657,0.7346755950660946
0.658,0.7357551081700388
0.659,0.7368329500919062
0.66,0.7379091139751606
0.661,0.7389835929856693
0.662,0.7400563803118709
0.663,0.7411274691649445
0.664,0.7421968527789226
0.665,0.7432645244108835
0.666,0.7443304773410737
0.667,0.7453947048730822
0.668,0.7464572003339727
0.669,0.7475179570744246
0.67,0.7485769684689068
0.671,0.7496342279158252
0.672,0.7506897288376264
0.673,0.7517434646810024
0.674,0.7527954289169774
0.675,0.7538456150411107
0.676,0.7548940165735788
0.677,0.7559406270593737
0.678,0.7569854400684239
0.679,0.75802844919569
0.68,0.7590696480613839
0.681,0.7601090303110524
0.682,0.761146589615735
0.683,0.7621823196720846
0.684,0.7632162142025344
0.685,0.7642482669553948
0.686,0.7652784717050136
0.687,0.7663068222519135
0.688,0.7673333124229018
0.689,0.7683579360712021
0.69,0.7693806870766249
0.691,0.7704015593456385
0.692,0.7714205468115459
0.693,0.772437643434599
0.694,0.773452843202085
0.695,0.774466140128534
0.696,0.7754775282557619
0.697,0.7764870016530403
0.698,0.7774945544172092
0.699,0.7785001806728019
0.7,0.7795038745721571
0.701,0.78050563029553
0.702,0.7815054420512428
0.703,0.7825033040757771
0.704,0.7834992106338973
0.705,0.7844931560187607
0.706,0.7854851345520553
0.707,0.786475140584061
0.708,0.7874631684938378
0.709,0.7884492126892676
0.71,0.7894332676072051
0.711,0.7904153277135777
0.712,0.7913953875034847
0.713,0.7923734415013192
0.714,0.7933494842608674
0.715,0.7943235103654077
0.716,0.7952955144278229
0.717,0.796265491090711
0.718,0.7972334350264566
0.719,0.7981993409373813
0.72,0.7991632035557875
0.721,0.8001250176441126
0.722,0.8010847779949719
0.723,0.8020424794313049
0.724,0.8029981168064322
0.725,0.803951685004183
0.726,0.8049031789389424
0.727,0.8058525935558138
0.728,0.8067999238306356
0.729,0.8077451647701142
0.73,0.808688311411911
0.731,0.8096293588247206
0.732,0.8105683021083387
0.733,0.8115051363938015
0.734,0.8124398568434184
0.735,0.8133724586508584
0.736,0.8143029370412812
0.737,0.815231287271361
0.738,0.8161575046293957
0.739,0.8170815844353803
0.74,0.8180035220410709
0.741,0.8189233128300984
0.742,0.8198409522180063
0.743,0.820756435652328
0.744,0.8216697586126906
0.745,0.8225809166108443
0.746,0.8234899051907588
0.747,0.8243967199287064
0.748,0.8253013564332938
0.749,0.8262038103455389
0.75,0.8271040773389816
0.751,0.8280021531196754
0.752,0.8288980334262936
0.753,0.8297917140302193
0.754,0.830683190735519
0.755,0.8315724593791118
0.756,0.832459515830742
0.757,0.8333443559930738
0.758,0.8342269758017435
0.759,0.835107371225421
0.76,0.8359855382658553
0.761,0.8368614729579165
0.762,0.8377351713696862
0.763,0.8386066296024575
0.764,0.8394758437908362
0.765,0.8403428101027319
0.766,0.8412075247394641
0.767,0.8420699839357689
0.768,0.8429301839598556
0.769,0.8437881211134522
0.77,0.8446437917318443
0.771,0.8454971921839196
0.772,0.8463483188722012
0.773,0.8471971682329134
0.774,0.8480437367359661
0.775,0.8488880208850458
0.776,0.8497300172176276
0.777,0.8505697223049905
0.778,0.8514071327523012
0.779,0.8522422451985956
0.78,0.8530750563168237
0.781,0.8539055628138998
0.782,0.8547337614307117
0.783,0.8555596489421516
0.784,0.8563832221571324
0.785,0.8572044779186431
0.786,0.8580234131037372
0.787,0.8588400246235591
0.788,0.8596543094234141
0.789,0.8604662644827072
0.79,0.8612758868150401
0.791,0.862083173468166
0.792,0.862888121524058
0.793,0.863690728098896
0.794,0.8644909903430806
0.795,0.8652889054412441
0.796,0.8660844706123004
0.797,0.8668776831094018
0.798,0.8676685402199726
0.799,0.8684570392657398
0.8,0.8692431776026937
0.801,0.8700269526211346
0.802,0.8708083617456587
0.803,0.8715874024351753
0.804,0.8723640721828783
0.805,0.8731383685162891
0.806,0.8739102889972425
0.807,0.8746798312218703
0.808,0.8754469928206143
0.809,0.8762117714582172
0.81,0.8769741648337317
0.811,0.8777341706805121
0.812,0.8784917867661709
0.813,0.8792470108926345
0.814,0.8799998408960916
0.815,0.8807502746469966
0.816,0.8814983100500473
0.817,0.8822439450442128
0.818,0.8829871776026529
0.819,0.8837280057327619
0.82,0.8844664274761402
0.821,0.8852024409085709
0.822,0.8859360441399821
0.823,0.8866672353144777
0.824,0.887396012610288
0.825,0.8881223742397281
0.826,0.8888463184492335
0.827,0.8895678435192762
0.828,0.8902869477643943
0.829,0.8910036295331191
0.83,0.89171788720799
0.831,0.8924297192055082
0.832,0.8931391239761002
0.833,0.8938461000041057
0.834,0.8945506458077548
0.835,0.8952527599390976
0.836,0.8959524409840263
0.837,0.8966496875621989
0.838,0.8973444983270182
0.839,0.8980368719656039
0.84,0.8987268071987553
0.841,0.8994143027809157
0.842,0.9000993575001066
0.843,0.9007819701779348
0.844,0.9014621396695188
0.845,0.902139864863453
0.846,0.9028151446817841
0.847,0.9034879780799363
0.848,0.9041583640466984
0.849,0.9048263016041598
0.85,0.9054917898076714
0.851,0.9061548277457964
0.852,0.9068154145402633
0.853,0.9074735493459085
0.854,0.9081292313506601
0.855,0.9087824597754182
0.856,0.9094332338740948
0.857,0.9100815529334823
0.858,0.9107274162732356
0.859,0.9113708232458156
0.86,0.9120117732364392
0.861,0.9126502656629862
0.862,0.9132862999760053
0.863,0.9139198756585938
0.864,0.9145509922263797
0.865,0.9151796492274404
0.866,0.9158058462422535
0.867,0.9164295828836246
0.868,0.9170508587966351
0.869,0.9176696736585688
0.87,0.9182860271788542
0.871,0.9188999190990047
0.872,0.9195113491925292
0.873,0.9201203172649055
0.874,0.9207268231534558
0.875,0.9213308667273352
0.876,0.9219324478874383
0.877,0.92253156656631
0.878,0.9231282227281097
0.879,0.9237224163685108
0.88,0.924314147514642
0.881,0.9249034162250198
0.882,0.9254902225894495
0.883,0.9260745667289738
0.884,0.926656448795796
0.885,0.9272358689731864
0.886,0.9278128274754164
0.887,0.9283873245476798
0.888,0.9289593604660168
0.889,0.9295289355372132
0.89,0.9300960500987605
0.891,0.9306607045187315
0.892,0.9312228991957325
0.893,0.9317826345587873
0.894,0.9323399110672905
0.895,0.9328947292108928
0.896,0.9334470895094367
0.897,0.9339969925128434
0.898,0.9345444388010753
0.899,0.9350894289839966
0.9,0.9356319637013195
0.901,0.9361720436224896
0.902,0.9367096694466192
0.903,0.9372448419024081
0.904,0.9377775617480069
0.905,0.9383078297709728
0.906,0.9388356467881466
0.907,0.9393610136455858
0.908,0.939883931218456
0.909,0.9404044004109311
0.91,0.9409224221561107
0.911,0.9414379974159397
0.912,0.9419511271810745
0.913,0.9424618124708201
0.914,0.9429700543330175
0.915,0.9434758538439525
0.916,0.9439792121082575
0.917,0.9444801302588143
0.918,0.9449786094566369
0.919,0.9454746508908174
0.92,0.9459682557783595
0.921,0.9464594253641442
0.922,0.9469481609207882
0.923,0.9474344637485488
0.924,0.9479183351752306
0.925,0.9483997765560872
0.926,0.9488787892736857
0.927,0.9493553747378456
0.928,0.949829534385508
0.929,0.9503012696806341
0.93,0.9507705821141103
0.931,0.9512374732036255
0.932,0.9517019444935867
0.933,0.9521639975549915
0.934,0.9526236339853289
0.935,0.9530808554084791
0.936,0.9535356634745921
0.937,0.953988059859988
0.938,0.9544380462670429
0.939,0.954885624424085
0.94,0.9553307960852842
0.941,0.9557735630305271
0.942,0.9562139270653338
0.943,0.9566518900207194
0.944,0.9570874537531003
0.945,0.9575206201441722
0.946,0.9579513911008086
0.947,0.9583797685549325
0.948,0.9588057544634212
0.949,0.9592293508079703
0.95,0.9596505595950074
0.951,0.9600693828555527
0.952,0.9604858226451257
0.953,0.9608998810436133
0.954,0.9613115601551618
0.955,0.9617208621080586
0.956,0.9621277890546265
0.957,0.9625323431710904
0.958,0.9629345266574766
0.959,0.963334341737489
0.96,0.9637317906583808
0.961,0.9641268756908629
0.962,0.9645195991289712
0.963,0.9649099632899363
0.964,0.9652979705140855
0.965,0.9656836231647256
0.966,0.9660669236279984
0.967,0.9664478743127907
0.968,0.9668264776505958
0.969,0.9672027360954107
0.97,0.9675766521235976
0.971,0.9679482282337705
0.972,0.9683174669466906
0.973,0.9686843708051142
0.974,0.9690489423737085
0.975,0.969411184238903
0.976,0.9697710990087716
0.977,0.970128689312936
0.978,0.9704839578024085
0.979,0.9708369071494957
0.98,0.9711875400476639
0.981,0.9715358592114328
0.982,0.9718818673762268
0.983,0.9722255672982785
0.984,0.9725669617544929
0.985,0.97290605354233
0.986,0.9732428454796743
0.987,0.973577340404725
0.988,0.9739095411758573
0.989,0.974239450671515
0.99,0.9745670717900721
0.991,0.9748924074497195
0.992,0.9752154605883404
0.993,0.9755362341633838
0.994,0.975854731151745
0.995,0.9761709545496287
0.996,0.9764849073724481
0.997,0.976796592654677
0.998,0.9771060134497455
0.999,0.9774131728298989
1.0,0.9777180738860926
1.001,0.9780207197278449
1.002,0.9783211134831309
1.003,0.9786192582982532
1.004,0.9789151573377128
1.005,0.9792088137840925
1.006,0.9795002308379228
1.007,0.9797894117175675
1.008,0.9800763596590952
1.009,0.9803610779161476
1.01,0.9806435697598304
1.011,0.9809238384785708
1.012,0.9812018873780135
1.013,0.9814777197808721
1.014,0.9817513390268293
1.015,0.9820227484723909
1.016,0.9822919514907783
1.017,0.9825589514717916
1.018,0.9828237518216909
1.019,0.9830863559630739
1.02,0.9833467673347485
1.021,0.9836049893916116
1.022,0.9838610256045106
1.023,0.9841148794601476
1.024,0.9843665544609306
1.025,0.9846160541248512
1.026,0.9848633819853805
1.027,0.9851085415913221
1.028,0.9853515365067006
1.029,0.9855923703106373
1.03,0.9858310465972212
1.031,0.9860675689753892
1.032,0.986301941068803
1.033,0.9865341665157275
1.034,0.9867642489689026
1.035,0.9869921920954193
1.036,0.9872179995766068
1.037,0.9874416751078973
1.038,0.98766322239871
1.039,0.9878826451723285
1.04,0.9880999471657764
1.041,0.9883151321296935
1.042,0.9885282038282233
1.043,0.9887391660388699
1.044,0.9889480225523992
1.045,0.9891547771727105
1.046,0.989359433716699
1.047,0.9895619960141585
1.048,0.9897624679076469
1.049,0.9899608532523597
1.05,0.9901571559160258
1.051,0.9903513797787729
1.052,0.9905435287330113
1.053,0.9907336066833148
1.054,0.9909216175462995
1.055,0.9911075652505006
1.056,0.9912914537362603
1.057,0.9914732869556017
1.058,0.9916530688721106
1.059,0.9918308034608168
1.06,0.9920064947080783
1.061,0.9921801466114578
1.062,0.9923517631796046
1.063,0.9925213484321392
1.064,0.9926889063995351
1.065,0.9928544411230015
1.066,0.993017956654355
1.067,0.9931794570559231
1.068,0.9933389464004074
1.069,0.9934964287707758
1.07,0.9936519082601495
1.071,0.9938053889716737
1.072,0.9939568750184153
1.073,0.9941063705232402
1.074,0.9942538796186999
1.075,0.994399406446911
1.076,0.9945429551594458
1.077,0.9946845299172222
1.078,0.9948241348903728
1.079,0.9949617742581498
